episode num = '0', episode_total_immediate_rewards = '21.7254702251', episode_total_reward = '21.7254702251', current_state = '10001000001000000', actions_taken = '0,4,10', strategy = ['explore', 'explore', 'explore'] 
episode num = '1', episode_total_immediate_rewards = '16.3146723367', episode_total_reward = '31.3342517572', current_state = '10100000000010000', actions_taken = '0,2,12', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '2', episode_total_immediate_rewards = '12.9925331435', episode_total_reward = '12.9925331435', current_state = '10101000000000000', actions_taken = '4,0,2', strategy = ['explore', 'explore', 'explore'] 
episode num = '3', episode_total_immediate_rewards = '16.2274717745', episode_total_reward = '37.9082901854', current_state = '10100000000100000', actions_taken = '0,2,11', strategy = ['explore', 'exploit', 'explore'] 
episode num = '4', episode_total_immediate_rewards = '9.72475434097', episode_total_reward = '9.72475434097', current_state = '10110000000000000', actions_taken = '3,2,0', strategy = ['explore', 'explore', 'explore'] 
episode num = '5', episode_total_immediate_rewards = '7.41471783017', episode_total_reward = '7.41471783017', current_state = '00000000001110000', actions_taken = '12,11,10', strategy = ['explore', 'explore', 'explore'] 
episode num = '6', episode_total_immediate_rewards = '21.9064871474', episode_total_reward = '43.5873055583', current_state = '10101000000000000', actions_taken = '0,2,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '7', episode_total_immediate_rewards = '13.3630489913', episode_total_reward = '13.3630489913', current_state = '11100000000000000', actions_taken = '1,0,2', strategy = ['explore', 'explore', 'explore'] 
episode num = '8', episode_total_immediate_rewards = '10.437524977', episode_total_reward = '24.7169667318', current_state = '10010000000100000', actions_taken = '0,11,3', strategy = ['explore', 'explore', 'explore'] 
episode num = '9', episode_total_immediate_rewards = '21.9064871474', episode_total_reward = '43.5873055583', current_state = '10101000000000000', actions_taken = '0,2,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '10', episode_total_immediate_rewards = '21.3595653293', episode_total_reward = '43.0403837402', current_state = '11100000000000000', actions_taken = '0,2,1', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '11', episode_total_immediate_rewards = '7.42239220449', episode_total_reward = '17.277735179', current_state = '11001000000000000', actions_taken = '4,0,1', strategy = ['explore', 'exploit', 'explore'] 
episode num = '12', episode_total_immediate_rewards = '21.9064871474', episode_total_reward = '43.5873055583', current_state = '10101000000000000', actions_taken = '0,2,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '13', episode_total_immediate_rewards = '10.8650092134', episode_total_reward = '10.8650092134', current_state = '10000000001010000', actions_taken = '10,12,0', strategy = ['explore', 'explore', 'explore'] 
episode num = '14', episode_total_immediate_rewards = '21.9064871474', episode_total_reward = '43.5873055583', current_state = '10101000000000000', actions_taken = '0,2,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '15', episode_total_immediate_rewards = '16.2274717745', episode_total_reward = '37.9082901854', current_state = '10100000000100000', actions_taken = '0,2,11', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '16', episode_total_immediate_rewards = '21.9064871474', episode_total_reward = '43.5873055583', current_state = '10101000000000000', actions_taken = '0,2,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '17', episode_total_immediate_rewards = '7.83186990553', episode_total_reward = '7.83186990553', current_state = '00100000001100000', actions_taken = '2,11,10', strategy = ['explore', 'explore', 'explore'] 
episode num = '18', episode_total_immediate_rewards = '21.9064871474', episode_total_reward = '43.5873055583', current_state = '10101000000000000', actions_taken = '0,2,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '19', episode_total_immediate_rewards = '21.9064871474', episode_total_reward = '43.5873055583', current_state = '10101000000000000', actions_taken = '0,2,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '20', episode_total_immediate_rewards = '16.1700072642', episode_total_reward = '37.3585960388', current_state = '11100000000000000', actions_taken = '0,1,2', strategy = ['explore', 'explore', 'exploit'] 
episode num = '21', episode_total_immediate_rewards = '10.437524977', episode_total_reward = '27.1425263084', current_state = '10010000000100000', actions_taken = '0,11,3', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '22', episode_total_immediate_rewards = '16.2274717745', episode_total_reward = '37.9082901854', current_state = '10100000000100000', actions_taken = '0,2,11', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '23', episode_total_immediate_rewards = '7.1736010815', episode_total_reward = '7.1736010815', current_state = '00100000001100000', actions_taken = '11,10,2', strategy = ['explore', 'explore', 'explore'] 
episode num = '24', episode_total_immediate_rewards = '21.9064871474', episode_total_reward = '43.5873055583', current_state = '10101000000000000', actions_taken = '0,2,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '25', episode_total_immediate_rewards = '21.9064871474', episode_total_reward = '43.5873055583', current_state = '10101000000000000', actions_taken = '0,2,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '26', episode_total_immediate_rewards = '21.9064871474', episode_total_reward = '43.5873055583', current_state = '10101000000000000', actions_taken = '0,2,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '27', episode_total_immediate_rewards = '10.0241953658', episode_total_reward = '31.7050137767', current_state = '10011000000000000', actions_taken = '0,4,3', strategy = ['exploit', 'explore', 'explore'] 
episode num = '28', episode_total_immediate_rewards = '6.53430009779', episode_total_reward = '11.5066736758', current_state = '00000000001110000', actions_taken = '11,12,10', strategy = ['explore', 'explore', 'exploit'] 
episode num = '29', episode_total_immediate_rewards = '21.9064871474', episode_total_reward = '43.5873055583', current_state = '10101000000000000', actions_taken = '0,2,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '0', episode_total_immediate_rewards = '11.5220572571', episode_total_reward = '11.5220572571', current_state = '10100000000100000', actions_taken = '2,0,11', strategy = ['explore', 'explore', 'explore'] 
episode num = '1', episode_total_immediate_rewards = '7.44605983565', episode_total_reward = '7.44605983565', current_state = '10010000001000000', actions_taken = '10,0,3', strategy = ['explore', 'explore', 'explore'] 
episode num = '2', episode_total_immediate_rewards = '6.70470792949', episode_total_reward = '10.2859964134', current_state = '00111000000000000', actions_taken = '2,4,3', strategy = ['explore', 'explore', 'explore'] 
episode num = '3', episode_total_immediate_rewards = '8.10911417977', episode_total_reward = '16.1533512644', current_state = '10100000001000000', actions_taken = '2,0,10', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '4', episode_total_immediate_rewards = '10.7230368033', episode_total_reward = '10.7230368033', current_state = '10100000000100000', actions_taken = '11,0,2', strategy = ['explore', 'explore', 'explore'] 
episode num = '5', episode_total_immediate_rewards = '11.5220572571', episode_total_reward = '23.5829480824', current_state = '10100000000100000', actions_taken = '2,0,11', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '6', episode_total_immediate_rewards = '11.5220572571', episode_total_reward = '23.5829480824', current_state = '10100000000100000', actions_taken = '2,0,11', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '7', episode_total_immediate_rewards = '9.4713206558', episode_total_reward = '21.5322114811', current_state = '11100000000000000', actions_taken = '2,0,1', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '8', episode_total_immediate_rewards = '11.5220572571', episode_total_reward = '23.5829480824', current_state = '10100000000100000', actions_taken = '2,0,11', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '9', episode_total_immediate_rewards = '5.15948101205', episode_total_reward = '5.15948101205', current_state = '00011000001000000', actions_taken = '3,4,10', strategy = ['explore', 'explore', 'explore'] 
episode num = '10', episode_total_immediate_rewards = '11.5220572571', episode_total_reward = '23.5829480824', current_state = '10100000000100000', actions_taken = '2,0,11', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '11', episode_total_immediate_rewards = '11.5220572571', episode_total_reward = '23.5829480824', current_state = '10100000000100000', actions_taken = '2,0,11', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '12', episode_total_immediate_rewards = '6.72559383607', episode_total_reward = '12.0061309411', current_state = '10001000001000000', actions_taken = '10,0,4', strategy = ['explore', 'explore', 'explore'] 
episode num = '13', episode_total_immediate_rewards = '11.5220572571', episode_total_reward = '23.5829480824', current_state = '10100000000100000', actions_taken = '2,0,11', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '14', episode_total_immediate_rewards = '6.60762142626', episode_total_reward = '14.2055636508', current_state = '00110000001000000', actions_taken = '2,10,3', strategy = ['exploit', 'explore', 'explore'] 
episode num = '15', episode_total_immediate_rewards = '11.5220572571', episode_total_reward = '23.5829480824', current_state = '10100000000100000', actions_taken = '2,0,11', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '16', episode_total_immediate_rewards = '6.74335462016', episode_total_reward = '14.3412968447', current_state = '00110000000100000', actions_taken = '2,3,11', strategy = ['explore', 'explore', 'explore'] 
episode num = '17', episode_total_immediate_rewards = '6.60762142626', episode_total_reward = '15.5239604276', current_state = '00110000001000000', actions_taken = '2,10,3', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '18', episode_total_immediate_rewards = '11.5220572571', episode_total_reward = '23.5829480824', current_state = '10100000000100000', actions_taken = '2,0,11', strategy = ['explore', 'exploit', 'exploit'] 
episode num = '19', episode_total_immediate_rewards = '10.0627003251', episode_total_reward = '12.0590585241', current_state = '10010000001000000', actions_taken = '0,10,3', strategy = ['explore', 'explore', 'exploit'] 
episode num = '20', episode_total_immediate_rewards = '11.5220572571', episode_total_reward = '23.5829480824', current_state = '10100000000100000', actions_taken = '2,0,11', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '21', episode_total_immediate_rewards = '8.10911417977', episode_total_reward = '20.1700050051', current_state = '10100000001000000', actions_taken = '2,0,10', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '22', episode_total_immediate_rewards = '6.70470792949', episode_total_reward = '16.0563995729', current_state = '00111000000000000', actions_taken = '2,4,3', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '23', episode_total_immediate_rewards = '7.17473560067', episode_total_reward = '14.7726778252', current_state = '00100000000110000', actions_taken = '2,12,11', strategy = ['exploit', 'explore', 'explore'] 
episode num = '24', episode_total_immediate_rewards = '6.74335462016', episode_total_reward = '15.8110596593', current_state = '00110000000100000', actions_taken = '2,3,11', strategy = ['exploit', 'explore', 'explore'] 
episode num = '25', episode_total_immediate_rewards = '11.5220572571', episode_total_reward = '23.5829480824', current_state = '10100000000100000', actions_taken = '2,0,11', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '26', episode_total_immediate_rewards = '8.10911417977', episode_total_reward = '20.1700050051', current_state = '10100000001000000', actions_taken = '2,0,10', strategy = ['exploit', 'explore', 'explore'] 
episode num = '27', episode_total_immediate_rewards = '11.5220572571', episode_total_reward = '23.5829480824', current_state = '10100000000100000', actions_taken = '2,0,11', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '28', episode_total_immediate_rewards = '11.5220572571', episode_total_reward = '23.5829480824', current_state = '10100000000100000', actions_taken = '2,0,11', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '29', episode_total_immediate_rewards = '11.5220572571', episode_total_reward = '23.5829480824', current_state = '10100000000100000', actions_taken = '2,0,11', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '0', episode_total_immediate_rewards = '7.68039706423', episode_total_reward = '7.68039706423', current_state = '01101000000000000', actions_taken = '2,1,4', strategy = ['explore', 'explore', 'explore'] 
episode num = '1', episode_total_immediate_rewards = '7.68039706423', episode_total_reward = '12.9423300704', current_state = '01101000000000000', actions_taken = '2,1,4', strategy = ['explore', 'exploit', 'exploit'] 
episode num = '2', episode_total_immediate_rewards = '7.68039706423', episode_total_reward = '14.6158789486', current_state = '01101000000000000', actions_taken = '2,1,4', strategy = ['explore', 'explore', 'exploit'] 
episode num = '3', episode_total_immediate_rewards = '6.39259199097', episode_total_reward = '11.4685751218', current_state = '00111000000000000', actions_taken = '2,3,4', strategy = ['exploit', 'explore', 'explore'] 
episode num = '4', episode_total_immediate_rewards = '8.31463612913', episode_total_reward = '13.39061926', current_state = '11100000000000000', actions_taken = '2,0,1', strategy = ['explore', 'explore', 'explore'] 
episode num = '5', episode_total_immediate_rewards = '7.68039706423', episode_total_reward = '14.6158789486', current_state = '01101000000000000', actions_taken = '2,1,4', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '6', episode_total_immediate_rewards = '5.64023820576', episode_total_reward = '10.7162213366', current_state = '00110000000010000', actions_taken = '2,12,3', strategy = ['exploit', 'explore', 'explore'] 
episode num = '7', episode_total_immediate_rewards = '7.68039706423', episode_total_reward = '14.6158789486', current_state = '01101000000000000', actions_taken = '2,1,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '8', episode_total_immediate_rewards = '6.39259199097', episode_total_reward = '13.2883756434', current_state = '00111000000000000', actions_taken = '2,3,4', strategy = ['exploit', 'explore', 'explore'] 
episode num = '9', episode_total_immediate_rewards = '8.46892056483', episode_total_reward = '15.4044024492', current_state = '01100000000100000', actions_taken = '2,1,11', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '10', episode_total_immediate_rewards = '8.46892056483', episode_total_reward = '16.1140735997', current_state = '01100000000100000', actions_taken = '2,1,11', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '11', episode_total_immediate_rewards = '8.46892056483', episode_total_reward = '16.7527776352', current_state = '01100000000100000', actions_taken = '2,1,11', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '12', episode_total_immediate_rewards = '8.46892056483', episode_total_reward = '16.7527776352', current_state = '01100000000100000', actions_taken = '2,1,11', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '13', episode_total_immediate_rewards = '8.46892056483', episode_total_reward = '16.7527776352', current_state = '01100000000100000', actions_taken = '2,1,11', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '14', episode_total_immediate_rewards = '7.34438455918', episode_total_reward = '15.6282416296', current_state = '01100000000010000', actions_taken = '2,1,12', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '15', episode_total_immediate_rewards = '8.46892056483', episode_total_reward = '16.7527776352', current_state = '01100000000100000', actions_taken = '2,1,11', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '16', episode_total_immediate_rewards = '8.46892056483', episode_total_reward = '16.7527776352', current_state = '01100000000100000', actions_taken = '2,1,11', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '17', episode_total_immediate_rewards = '7.76509833365', episode_total_reward = '16.048955404', current_state = '01100000001000000', actions_taken = '2,1,10', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '18', episode_total_immediate_rewards = '5.81285250831', episode_total_reward = '11.5275396746', current_state = '10101000000000000', actions_taken = '2,4,0', strategy = ['exploit', 'explore', 'explore'] 
episode num = '19', episode_total_immediate_rewards = '6.43368091792', episode_total_reward = '12.1483680843', current_state = '00110000000100000', actions_taken = '2,11,3', strategy = ['exploit', 'explore', 'explore'] 
episode num = '20', episode_total_immediate_rewards = '6.43368091792', episode_total_reward = '13.6777373265', current_state = '00110000000100000', actions_taken = '2,11,3', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '21', episode_total_immediate_rewards = '9.87594456875', episode_total_reward = '18.1598016391', current_state = '11100000000000000', actions_taken = '2,1,0', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '22', episode_total_immediate_rewards = '5.4969326188', episode_total_reward = '5.4969326188', current_state = '01101000000000000', actions_taken = '4,1,2', strategy = ['explore', 'explore', 'explore'] 
episode num = '23', episode_total_immediate_rewards = '9.87594456875', episode_total_reward = '19.4261232427', current_state = '11100000000000000', actions_taken = '2,1,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '24', episode_total_immediate_rewards = '7.76509833365', episode_total_reward = '18.4549664507', current_state = '01100000001000000', actions_taken = '2,1,10', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '25', episode_total_immediate_rewards = '9.87594456875', episode_total_reward = '20.5658126858', current_state = '11100000000000000', actions_taken = '2,1,0', strategy = ['explore', 'exploit', 'exploit'] 
episode num = '26', episode_total_immediate_rewards = '9.87594456875', episode_total_reward = '20.5658126858', current_state = '11100000000000000', actions_taken = '2,1,0', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '27', episode_total_immediate_rewards = '9.36454547229', episode_total_reward = '9.36454547229', current_state = '11001000000000000', actions_taken = '0,4,1', strategy = ['explore', 'explore', 'explore'] 
episode num = '28', episode_total_immediate_rewards = '9.87594456875', episode_total_reward = '20.5658126858', current_state = '11100000000000000', actions_taken = '2,1,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '29', episode_total_immediate_rewards = '9.87594456875', episode_total_reward = '20.5658126858', current_state = '11100000000000000', actions_taken = '2,1,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '0', episode_total_immediate_rewards = '8.15760240429', episode_total_reward = '8.15760240429', current_state = '01000000001100000', actions_taken = '11,1,10', strategy = ['explore', 'explore', 'explore'] 
episode num = '1', episode_total_immediate_rewards = '6.86206310333', episode_total_reward = '8.65536726425', current_state = '00110000000100000', actions_taken = '11,2,3', strategy = ['exploit', 'explore', 'explore'] 
episode num = '2', episode_total_immediate_rewards = '12.1644112585', episode_total_reward = '12.1644112585', current_state = '10100000000100000', actions_taken = '0,11,2', strategy = ['explore', 'explore', 'explore'] 
episode num = '3', episode_total_immediate_rewards = '7.8790385908', episode_total_reward = '7.8790385908', current_state = '01010000000100000', actions_taken = '1,3,11', strategy = ['explore', 'explore', 'explore'] 
episode num = '4', episode_total_immediate_rewards = '8.15760240429', episode_total_reward = '13.1064960356', current_state = '01000000001100000', actions_taken = '11,1,10', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '5', episode_total_immediate_rewards = '8.15760240429', episode_total_reward = '15.4357437169', current_state = '01000000001100000', actions_taken = '11,1,10', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '6', episode_total_immediate_rewards = '8.15760240429', episode_total_reward = '15.4357437169', current_state = '01000000001100000', actions_taken = '11,1,10', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '7', episode_total_immediate_rewards = '7.65258195227', episode_total_reward = '12.3519545506', current_state = '01010000000010000', actions_taken = '1,3,12', strategy = ['explore', 'exploit', 'explore'] 
episode num = '8', episode_total_immediate_rewards = '8.15760240429', episode_total_reward = '15.4357437169', current_state = '01000000001100000', actions_taken = '11,1,10', strategy = ['explore', 'exploit', 'exploit'] 
episode num = '9', episode_total_immediate_rewards = '10.9623804368', episode_total_reward = '19.7376857184', current_state = '10100000000100000', actions_taken = '11,0,2', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '10', episode_total_immediate_rewards = '7.76072384098', episode_total_reward = '18.9106129549', current_state = '10000000001100000', actions_taken = '11,0,10', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '11', episode_total_immediate_rewards = '7.14822169682', episode_total_reward = '13.9141904462', current_state = '00010000000110000', actions_taken = '11,3,12', strategy = ['exploit', 'explore', 'explore'] 
episode num = '12', episode_total_immediate_rewards = '10.1198213418', episode_total_reward = '18.3377280411', current_state = '10100000000100000', actions_taken = '11,2,0', strategy = ['exploit', 'explore', 'explore'] 
episode num = '13', episode_total_immediate_rewards = '10.9623804368', episode_total_reward = '22.1122695508', current_state = '10100000000100000', actions_taken = '11,0,2', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '14', episode_total_immediate_rewards = '8.67587816294', episode_total_reward = '8.67587816294', current_state = '00000000001110000', actions_taken = '12,10,11', strategy = ['explore', 'explore', 'explore'] 
episode num = '15', episode_total_immediate_rewards = '10.9623804368', episode_total_reward = '22.1122695508', current_state = '10100000000100000', actions_taken = '11,0,2', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '16', episode_total_immediate_rewards = '10.9623804368', episode_total_reward = '22.1122695508', current_state = '10100000000100000', actions_taken = '11,0,2', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '17', episode_total_immediate_rewards = '10.9623804368', episode_total_reward = '22.1122695508', current_state = '10100000000100000', actions_taken = '11,0,2', strategy = ['explore', 'exploit', 'exploit'] 
episode num = '18', episode_total_immediate_rewards = '10.9623804368', episode_total_reward = '22.1122695508', current_state = '10100000000100000', actions_taken = '11,0,2', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '19', episode_total_immediate_rewards = '10.9623804368', episode_total_reward = '22.1122695508', current_state = '10100000000100000', actions_taken = '11,0,2', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '20', episode_total_immediate_rewards = '10.9623804368', episode_total_reward = '22.1122695508', current_state = '10100000000100000', actions_taken = '11,0,2', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '21', episode_total_immediate_rewards = '10.9623804368', episode_total_reward = '22.1122695508', current_state = '10100000000100000', actions_taken = '11,0,2', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '22', episode_total_immediate_rewards = '10.9623804368', episode_total_reward = '22.1122695508', current_state = '10100000000100000', actions_taken = '11,0,2', strategy = ['explore', 'exploit', 'exploit'] 
episode num = '23', episode_total_immediate_rewards = '10.9623804368', episode_total_reward = '22.1122695508', current_state = '10100000000100000', actions_taken = '11,0,2', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '24', episode_total_immediate_rewards = '6.5207198528', episode_total_reward = '13.2866886021', current_state = '00001000001100000', actions_taken = '11,4,10', strategy = ['exploit', 'explore', 'explore'] 
episode num = '25', episode_total_immediate_rewards = '7.59788367225', episode_total_reward = '7.59788367225', current_state = '10110000000000000', actions_taken = '2,3,0', strategy = ['explore', 'explore', 'explore'] 
episode num = '26', episode_total_immediate_rewards = '7.84751742916', episode_total_reward = '14.6134861785', current_state = '01000000001100000', actions_taken = '11,10,1', strategy = ['exploit', 'explore', 'explore'] 
episode num = '27', episode_total_immediate_rewards = '7.59788367225', episode_total_reward = '12.3680521773', current_state = '10110000000000000', actions_taken = '2,3,0', strategy = ['explore', 'exploit', 'exploit'] 
episode num = '28', episode_total_immediate_rewards = '10.9623804368', episode_total_reward = '22.1122695508', current_state = '10100000000100000', actions_taken = '11,0,2', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '29', episode_total_immediate_rewards = '10.9623804368', episode_total_reward = '22.1122695508', current_state = '10100000000100000', actions_taken = '11,0,2', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '0', episode_total_immediate_rewards = '9.32107619886', episode_total_reward = '9.32107619886', current_state = '01000000000110000', actions_taken = '1,12,11', strategy = ['explore', 'explore', 'explore'] 
episode num = '1', episode_total_immediate_rewards = '7.18179943348', episode_total_reward = '7.18179943348', current_state = '00110000000100000', actions_taken = '2,3,11', strategy = ['explore', 'explore', 'explore'] 
episode num = '2', episode_total_immediate_rewards = '8.02647019171', episode_total_reward = '9.53510991999', current_state = '01100000001000000', actions_taken = '2,10,1', strategy = ['exploit', 'explore', 'explore'] 
episode num = '3', episode_total_immediate_rewards = '8.02647019171', episode_total_reward = '12.6842937149', current_state = '01100000001000000', actions_taken = '2,10,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '4', episode_total_immediate_rewards = '7.27352556965', episode_total_reward = '11.6313220904', current_state = '01110000000000000', actions_taken = '2,1,3', strategy = ['exploit', 'explore', 'explore'] 
episode num = '5', episode_total_immediate_rewards = '8.02647019171', episode_total_reward = '15.3845367368', current_state = '01100000001000000', actions_taken = '2,10,1', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '6', episode_total_immediate_rewards = '8.02647019171', episode_total_reward = '15.3845367368', current_state = '01100000001000000', actions_taken = '2,10,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '7', episode_total_immediate_rewards = '8.02647019171', episode_total_reward = '15.3845367368', current_state = '01100000001000000', actions_taken = '2,10,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '8', episode_total_immediate_rewards = '6.57477565744', episode_total_reward = '13.9328422025', current_state = '00100000001010000', actions_taken = '2,10,12', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '9', episode_total_immediate_rewards = '7.3070730731', episode_total_reward = '14.6651396182', current_state = '00100000001100000', actions_taken = '2,10,11', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '10', episode_total_immediate_rewards = '8.02647019171', episode_total_reward = '15.3845367368', current_state = '01100000001000000', actions_taken = '2,10,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '11', episode_total_immediate_rewards = '6.7369483184', episode_total_reward = '11.0947448392', current_state = '00101000000010000', actions_taken = '2,4,12', strategy = ['exploit', 'explore', 'explore'] 
episode num = '12', episode_total_immediate_rewards = '8.39240976396', episode_total_reward = '8.39240976396', current_state = '00010000001100000', actions_taken = '10,11,3', strategy = ['explore', 'explore', 'explore'] 
episode num = '13', episode_total_immediate_rewards = '8.02647019171', episode_total_reward = '15.3845367368', current_state = '01100000001000000', actions_taken = '2,10,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '14', episode_total_immediate_rewards = '8.02647019171', episode_total_reward = '15.3845367368', current_state = '01100000001000000', actions_taken = '2,10,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '15', episode_total_immediate_rewards = '6.7080289618', episode_total_reward = '14.0660955069', current_state = '00110000001000000', actions_taken = '2,10,3', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '16', episode_total_immediate_rewards = '9.1140953438', episode_total_reward = '13.4718918646', current_state = '10101000000000000', actions_taken = '2,0,4', strategy = ['exploit', 'explore', 'explore'] 
episode num = '17', episode_total_immediate_rewards = '8.08185687911', episode_total_reward = '12.4396533999', current_state = '00100000001100000', actions_taken = '2,11,10', strategy = ['exploit', 'explore', 'explore'] 
episode num = '18', episode_total_immediate_rewards = '8.02647019171', episode_total_reward = '15.3845367368', current_state = '01100000001000000', actions_taken = '2,10,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '19', episode_total_immediate_rewards = '8.02647019171', episode_total_reward = '15.3845367368', current_state = '01100000001000000', actions_taken = '2,10,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '20', episode_total_immediate_rewards = '8.02647019171', episode_total_reward = '15.3845367368', current_state = '01100000001000000', actions_taken = '2,10,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '21', episode_total_immediate_rewards = '8.02647019171', episode_total_reward = '15.3845367368', current_state = '01100000001000000', actions_taken = '2,10,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '22', episode_total_immediate_rewards = '8.02647019171', episode_total_reward = '15.3845367368', current_state = '01100000001000000', actions_taken = '2,10,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '23', episode_total_immediate_rewards = '8.02647019171', episode_total_reward = '15.3845367368', current_state = '01100000001000000', actions_taken = '2,10,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '24', episode_total_immediate_rewards = '8.02647019171', episode_total_reward = '15.3845367368', current_state = '01100000001000000', actions_taken = '2,10,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '25', episode_total_immediate_rewards = '8.02647019171', episode_total_reward = '15.3845367368', current_state = '01100000001000000', actions_taken = '2,10,1', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '26', episode_total_immediate_rewards = '8.08185687911', episode_total_reward = '14.7924660175', current_state = '00100000001100000', actions_taken = '2,11,10', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '27', episode_total_immediate_rewards = '8.08185687911', episode_total_reward = '14.9070597768', current_state = '00100000001100000', actions_taken = '2,11,10', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '28', episode_total_immediate_rewards = '8.08185687911', episode_total_reward = '14.9070597768', current_state = '00100000001100000', actions_taken = '2,11,10', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '29', episode_total_immediate_rewards = '8.08185687911', episode_total_reward = '14.9070597768', current_state = '00100000001100000', actions_taken = '2,11,10', strategy = ['exploit', 'exploit', 'exploit'] 
